,ConcernAspect,Score,Category
4012,Reducing climate-impacting behaviors,7.0,Extremely
4013,Reducing climate-impacting behaviors,7.0,Extremely
4014,Reducing climate-impacting behaviors,5.0,Quite a bit
4015,Reducing climate-impacting behaviors,7.0,Extremely
4016,Reducing climate-impacting behaviors,6.0,Very much
4017,Reducing climate-impacting behaviors,1.0,Not at all
4018,Reducing climate-impacting behaviors,3.0,Somewhat
4019,Reducing climate-impacting behaviors,5.0,Quite a bit
4020,Reducing climate-impacting behaviors,5.0,Quite a bit
4021,Reducing climate-impacting behaviors,2.0,Slightly
4022,Reducing climate-impacting behaviors,6.0,Very much
4023,Reducing climate-impacting behaviors,4.0,Moderately
4024,Reducing climate-impacting behaviors,5.0,Quite a bit
4025,Reducing climate-impacting behaviors,7.0,Extremely
4026,Reducing climate-impacting behaviors,6.0,Very much
4027,Reducing climate-impacting behaviors,5.0,Quite a bit
4028,Reducing climate-impacting behaviors,5.0,Quite a bit
4029,Reducing climate-impacting behaviors,5.0,Quite a bit
4030,Reducing climate-impacting behaviors,5.0,Quite a bit
4031,Reducing climate-impacting behaviors,1.0,Not at all
4032,Reducing climate-impacting behaviors,5.0,Quite a bit
4033,Reducing climate-impacting behaviors,6.0,Very much
4034,Reducing climate-impacting behaviors,5.0,Quite a bit
4035,Reducing climate-impacting behaviors,5.0,Quite a bit
4036,Reducing climate-impacting behaviors,4.0,Moderately
4037,Reducing climate-impacting behaviors,7.0,Extremely
4038,Reducing climate-impacting behaviors,4.0,Moderately
4039,Reducing climate-impacting behaviors,5.0,Quite a bit
4040,Reducing climate-impacting behaviors,5.0,Quite a bit
4041,Reducing climate-impacting behaviors,1.0,Not at all
4042,Reducing climate-impacting behaviors,4.0,Moderately
4043,Reducing climate-impacting behaviors,5.0,Quite a bit
4044,Reducing climate-impacting behaviors,7.0,Extremely
4045,Reducing climate-impacting behaviors,7.0,Extremely
4046,Reducing climate-impacting behaviors,6.0,Very much
4047,Reducing climate-impacting behaviors,4.0,Moderately
4048,Reducing climate-impacting behaviors,3.0,Somewhat
4049,Reducing climate-impacting behaviors,3.0,Somewhat
4050,Reducing climate-impacting behaviors,3.0,Somewhat
4051,Reducing climate-impacting behaviors,6.0,Very much
4052,Reducing climate-impacting behaviors,6.0,Very much
4053,Reducing climate-impacting behaviors,5.0,Quite a bit
4054,Reducing climate-impacting behaviors,6.0,Very much
4055,Reducing climate-impacting behaviors,4.0,Moderately
4056,Reducing climate-impacting behaviors,5.0,Quite a bit
4057,Reducing climate-impacting behaviors,7.0,Extremely
4058,Reducing climate-impacting behaviors,4.0,Moderately
4059,Reducing climate-impacting behaviors,4.0,Moderately
4060,Reducing climate-impacting behaviors,4.0,Moderately
4061,Reducing climate-impacting behaviors,5.0,Quite a bit
4062,Reducing climate-impacting behaviors,4.0,Moderately
4063,Reducing climate-impacting behaviors,4.0,Moderately
4064,Reducing climate-impacting behaviors,6.0,Very much
4065,Reducing climate-impacting behaviors,2.0,Slightly
4066,Reducing climate-impacting behaviors,4.0,Moderately
4067,Reducing climate-impacting behaviors,5.0,Quite a bit
4068,Reducing climate-impacting behaviors,6.0,Very much
4069,Reducing climate-impacting behaviors,4.0,Moderately
4070,Reducing climate-impacting behaviors,5.0,Quite a bit
4071,Reducing climate-impacting behaviors,6.0,Very much
4072,Reducing climate-impacting behaviors,6.0,Very much
4073,Reducing climate-impacting behaviors,6.0,Very much
4074,Reducing climate-impacting behaviors,1.0,Not at all
4075,Reducing climate-impacting behaviors,7.0,Extremely
4076,Reducing climate-impacting behaviors,6.0,Very much
4077,Reducing climate-impacting behaviors,3.0,Somewhat
4078,Reducing climate-impacting behaviors,4.0,Moderately
4079,Reducing climate-impacting behaviors,7.0,Extremely
4080,Reducing climate-impacting behaviors,6.0,Very much
4081,Reducing climate-impacting behaviors,5.0,Quite a bit
4082,Reducing climate-impacting behaviors,4.0,Moderately
4083,Reducing climate-impacting behaviors,7.0,Extremely
4084,Reducing climate-impacting behaviors,6.0,Very much
4085,Reducing climate-impacting behaviors,3.0,Somewhat
4086,Reducing climate-impacting behaviors,4.0,Moderately
4087,Reducing climate-impacting behaviors,7.0,Extremely
4088,Reducing climate-impacting behaviors,4.0,Moderately
4089,Reducing climate-impacting behaviors,5.0,Quite a bit
4090,Reducing climate-impacting behaviors,4.0,Moderately
4091,Reducing climate-impacting behaviors,2.0,Slightly
4092,Reducing climate-impacting behaviors,6.0,Very much
4093,Reducing climate-impacting behaviors,7.0,Extremely
4094,Reducing climate-impacting behaviors,1.0,Not at all
4095,Reducing climate-impacting behaviors,6.0,Very much
4096,Reducing climate-impacting behaviors,5.0,Quite a bit
4097,Reducing climate-impacting behaviors,6.0,Very much
4098,Reducing climate-impacting behaviors,5.0,Quite a bit
4099,Reducing climate-impacting behaviors,5.0,Quite a bit
4100,Reducing climate-impacting behaviors,5.0,Quite a bit
4101,Reducing climate-impacting behaviors,7.0,Extremely
4102,Reducing climate-impacting behaviors,5.0,Quite a bit
4103,Reducing climate-impacting behaviors,2.0,Slightly
4104,Reducing climate-impacting behaviors,4.0,Moderately
4105,Reducing climate-impacting behaviors,5.0,Quite a bit
4106,Reducing climate-impacting behaviors,3.0,Somewhat
4107,Reducing climate-impacting behaviors,3.0,Somewhat
4108,Reducing climate-impacting behaviors,5.0,Quite a bit
4109,Reducing climate-impacting behaviors,5.0,Quite a bit
4110,Reducing climate-impacting behaviors,4.0,Moderately
4111,Reducing climate-impacting behaviors,3.0,Somewhat
4112,Reducing climate-impacting behaviors,4.0,Moderately
4113,Reducing climate-impacting behaviors,7.0,Extremely
4114,Reducing climate-impacting behaviors,7.0,Extremely
4115,Reducing climate-impacting behaviors,5.0,Quite a bit
4116,Reducing climate-impacting behaviors,4.0,Moderately
4117,Reducing climate-impacting behaviors,6.0,Very much
4118,Reducing climate-impacting behaviors,6.0,Very much
4119,Reducing climate-impacting behaviors,5.0,Quite a bit
4120,Reducing climate-impacting behaviors,5.0,Quite a bit
4121,Reducing climate-impacting behaviors,5.0,Quite a bit
4122,Reducing climate-impacting behaviors,5.0,Quite a bit
4123,Reducing climate-impacting behaviors,7.0,Extremely
4124,Reducing climate-impacting behaviors,5.0,Quite a bit
4125,Reducing climate-impacting behaviors,7.0,Extremely
4126,Reducing climate-impacting behaviors,4.0,Moderately
4127,Reducing climate-impacting behaviors,6.0,Very much
4128,Reducing climate-impacting behaviors,5.0,Quite a bit
4129,Reducing climate-impacting behaviors,6.0,Very much
4130,Reducing climate-impacting behaviors,4.0,Moderately
4131,Reducing climate-impacting behaviors,6.0,Very much
4132,Reducing climate-impacting behaviors,5.0,Quite a bit
4133,Reducing climate-impacting behaviors,5.0,Quite a bit
4134,Reducing climate-impacting behaviors,4.0,Moderately
4135,Reducing climate-impacting behaviors,4.0,Moderately
4136,Reducing climate-impacting behaviors,5.0,Quite a bit
4137,Reducing climate-impacting behaviors,7.0,Extremely
4138,Reducing climate-impacting behaviors,5.0,Quite a bit
4139,Reducing climate-impacting behaviors,5.0,Quite a bit
4140,Reducing climate-impacting behaviors,6.0,Very much
4141,Reducing climate-impacting behaviors,5.0,Quite a bit
4142,Reducing climate-impacting behaviors,7.0,Extremely
4143,Reducing climate-impacting behaviors,7.0,Extremely
4144,Reducing climate-impacting behaviors,4.0,Moderately
4145,Reducing climate-impacting behaviors,4.0,Moderately
4146,Reducing climate-impacting behaviors,6.0,Very much
4147,Reducing climate-impacting behaviors,6.0,Very much
4148,Reducing climate-impacting behaviors,5.0,Quite a bit
4149,Reducing climate-impacting behaviors,5.0,Quite a bit
4150,Reducing climate-impacting behaviors,5.0,Quite a bit
4151,Reducing climate-impacting behaviors,7.0,Extremely
4152,Reducing climate-impacting behaviors,5.0,Quite a bit
4153,Reducing climate-impacting behaviors,4.0,Moderately
4154,Reducing climate-impacting behaviors,7.0,Extremely
4155,Reducing climate-impacting behaviors,5.0,Quite a bit
4156,Reducing climate-impacting behaviors,6.0,Very much
4157,Reducing climate-impacting behaviors,1.0,Not at all
4158,Reducing climate-impacting behaviors,5.0,Quite a bit
4159,Reducing climate-impacting behaviors,2.0,Slightly
4160,Reducing climate-impacting behaviors,6.0,Very much
4161,Reducing climate-impacting behaviors,4.0,Moderately
4162,Reducing climate-impacting behaviors,4.0,Moderately
4163,Reducing climate-impacting behaviors,4.0,Moderately
4164,Reducing climate-impacting behaviors,1.0,Not at all
4165,Reducing climate-impacting behaviors,4.0,Moderately
4166,Reducing climate-impacting behaviors,5.0,Quite a bit
4167,Reducing climate-impacting behaviors,7.0,Extremely
4168,Reducing climate-impacting behaviors,6.0,Very much
4169,Reducing climate-impacting behaviors,4.0,Moderately
4170,Reducing climate-impacting behaviors,5.0,Quite a bit
4171,Reducing climate-impacting behaviors,6.0,Very much
4172,Reducing climate-impacting behaviors,5.0,Quite a bit
4173,Reducing climate-impacting behaviors,5.0,Quite a bit
4174,Reducing climate-impacting behaviors,4.0,Moderately
4175,Reducing climate-impacting behaviors,6.0,Very much
4176,Reducing climate-impacting behaviors,4.0,Moderately
4177,Reducing climate-impacting behaviors,5.0,Quite a bit
4178,Reducing climate-impacting behaviors,4.0,Moderately
4179,Reducing climate-impacting behaviors,5.0,Quite a bit
4180,Reducing climate-impacting behaviors,5.0,Quite a bit
4181,Reducing climate-impacting behaviors,5.0,Quite a bit
4182,Reducing climate-impacting behaviors,3.0,Somewhat
4183,Reducing climate-impacting behaviors,4.0,Moderately
4184,Reducing climate-impacting behaviors,4.0,Moderately
4185,Reducing climate-impacting behaviors,6.0,Very much
4186,Reducing climate-impacting behaviors,5.0,Quite a bit
4187,Reducing climate-impacting behaviors,6.0,Very much
4188,Reducing climate-impacting behaviors,7.0,Extremely
4189,Reducing climate-impacting behaviors,6.0,Very much
4190,Reducing climate-impacting behaviors,5.0,Quite a bit
4191,Reducing climate-impacting behaviors,6.0,Very much
4192,Reducing climate-impacting behaviors,1.0,Not at all
4193,Reducing climate-impacting behaviors,6.0,Very much
4194,Reducing climate-impacting behaviors,7.0,Extremely
4195,Reducing climate-impacting behaviors,6.0,Very much
4196,Reducing climate-impacting behaviors,1.0,Not at all
4197,Reducing climate-impacting behaviors,4.0,Moderately
4198,Reducing climate-impacting behaviors,6.0,Very much
4199,Reducing climate-impacting behaviors,1.0,Not at all
4200,Reducing climate-impacting behaviors,6.0,Very much
4201,Reducing climate-impacting behaviors,3.0,Somewhat
4202,Reducing climate-impacting behaviors,6.0,Very much
4203,Reducing climate-impacting behaviors,6.0,Very much
4204,Reducing climate-impacting behaviors,7.0,Extremely
4205,Reducing climate-impacting behaviors,5.0,Quite a bit
4206,Reducing climate-impacting behaviors,4.0,Moderately
4207,Reducing climate-impacting behaviors,4.0,Moderately
4208,Reducing climate-impacting behaviors,3.0,Somewhat
4209,Reducing climate-impacting behaviors,6.0,Very much
4210,Reducing climate-impacting behaviors,2.0,Slightly
4211,Reducing climate-impacting behaviors,6.0,Very much
4212,Reducing climate-impacting behaviors,5.0,Quite a bit
4213,Reducing climate-impacting behaviors,5.0,Quite a bit
4214,Reducing climate-impacting behaviors,3.0,Somewhat
4215,Reducing climate-impacting behaviors,5.0,Quite a bit
4216,Reducing climate-impacting behaviors,4.0,Moderately
4217,Reducing climate-impacting behaviors,5.0,Quite a bit
4218,Reducing climate-impacting behaviors,5.0,Quite a bit
4219,Reducing climate-impacting behaviors,7.0,Extremely
4220,Reducing climate-impacting behaviors,6.0,Very much
4221,Reducing climate-impacting behaviors,4.0,Moderately
4222,Reducing climate-impacting behaviors,6.0,Very much
4223,Reducing climate-impacting behaviors,4.0,Moderately
4224,Reducing climate-impacting behaviors,3.0,Somewhat
4225,Reducing climate-impacting behaviors,7.0,Extremely
4226,Reducing climate-impacting behaviors,6.0,Very much
4227,Reducing climate-impacting behaviors,5.0,Quite a bit
4228,Reducing climate-impacting behaviors,6.0,Very much
4229,Reducing climate-impacting behaviors,3.0,Somewhat
4230,Reducing climate-impacting behaviors,7.0,Extremely
4231,Reducing climate-impacting behaviors,5.0,Quite a bit
4232,Reducing climate-impacting behaviors,5.0,Quite a bit
4233,Reducing climate-impacting behaviors,5.0,Quite a bit
4234,Reducing climate-impacting behaviors,3.0,Somewhat
4235,Reducing climate-impacting behaviors,7.0,Extremely
4236,Reducing climate-impacting behaviors,7.0,Extremely
4237,Reducing climate-impacting behaviors,4.0,Moderately
4238,Reducing climate-impacting behaviors,4.0,Moderately
4239,Reducing climate-impacting behaviors,5.0,Quite a bit
4240,Reducing climate-impacting behaviors,4.0,Moderately
4241,Reducing climate-impacting behaviors,6.0,Very much
4242,Reducing climate-impacting behaviors,5.0,Quite a bit
4243,Reducing climate-impacting behaviors,6.0,Very much
4244,Reducing climate-impacting behaviors,5.0,Quite a bit
4245,Reducing climate-impacting behaviors,7.0,Extremely
4246,Reducing climate-impacting behaviors,5.0,Quite a bit
4247,Reducing climate-impacting behaviors,6.0,Very much
4248,Reducing climate-impacting behaviors,6.0,Very much
4249,Reducing climate-impacting behaviors,5.0,Quite a bit
4250,Reducing climate-impacting behaviors,7.0,Extremely
4251,Reducing climate-impacting behaviors,5.0,Quite a bit
4252,Reducing climate-impacting behaviors,5.0,Quite a bit
4253,Reducing climate-impacting behaviors,2.0,Slightly
4254,Reducing climate-impacting behaviors,4.0,Moderately
4255,Reducing climate-impacting behaviors,6.0,Very much
4256,Reducing climate-impacting behaviors,5.0,Quite a bit
4257,Reducing climate-impacting behaviors,1.0,Not at all
4258,Reducing climate-impacting behaviors,6.0,Very much
4259,Reducing climate-impacting behaviors,4.0,Moderately
4260,Reducing climate-impacting behaviors,4.0,Moderately
4261,Reducing climate-impacting behaviors,5.0,Quite a bit
4262,Reducing climate-impacting behaviors,6.0,Very much
4263,Reducing climate-impacting behaviors,6.0,Very much
4264,Reducing climate-impacting behaviors,4.0,Moderately
4265,Reducing climate-impacting behaviors,5.0,Quite a bit
4266,Reducing climate-impacting behaviors,6.0,Very much
4267,Reducing climate-impacting behaviors,7.0,Extremely
4268,Reducing climate-impacting behaviors,4.0,Moderately
4269,Reducing climate-impacting behaviors,6.0,Very much
4270,Reducing climate-impacting behaviors,5.0,Quite a bit
4271,Reducing climate-impacting behaviors,7.0,Extremely
4272,Reducing climate-impacting behaviors,5.0,Quite a bit
4273,Reducing climate-impacting behaviors,6.0,Very much
4274,Reducing climate-impacting behaviors,6.0,Very much
4275,Reducing climate-impacting behaviors,5.0,Quite a bit
4276,Reducing climate-impacting behaviors,6.0,Very much
4277,Reducing climate-impacting behaviors,4.0,Moderately
4278,Reducing climate-impacting behaviors,4.0,Moderately
4279,Reducing climate-impacting behaviors,7.0,Extremely
4280,Reducing climate-impacting behaviors,4.0,Moderately
4281,Reducing climate-impacting behaviors,6.0,Very much
4282,Reducing climate-impacting behaviors,4.0,Moderately
4283,Reducing climate-impacting behaviors,6.0,Very much
4284,Reducing climate-impacting behaviors,5.0,Quite a bit
4285,Reducing climate-impacting behaviors,4.0,Moderately
4286,Reducing climate-impacting behaviors,4.0,Moderately
4287,Reducing climate-impacting behaviors,4.0,Moderately
4288,Reducing climate-impacting behaviors,4.0,Moderately
4289,Reducing climate-impacting behaviors,3.0,Somewhat
4290,Reducing climate-impacting behaviors,3.0,Somewhat
4291,Reducing climate-impacting behaviors,4.0,Moderately
4292,Reducing climate-impacting behaviors,1.0,Not at all
4293,Reducing climate-impacting behaviors,4.0,Moderately
4294,Reducing climate-impacting behaviors,6.0,Very much
4295,Reducing climate-impacting behaviors,6.0,Very much
4296,Reducing climate-impacting behaviors,6.0,Very much
4297,Reducing climate-impacting behaviors,3.0,Somewhat
4298,Reducing climate-impacting behaviors,3.0,Somewhat
4299,Reducing climate-impacting behaviors,7.0,Extremely
4300,Reducing climate-impacting behaviors,4.0,Moderately
4301,Reducing climate-impacting behaviors,4.0,Moderately
4302,Reducing climate-impacting behaviors,6.0,Very much
4303,Reducing climate-impacting behaviors,4.0,Moderately
4304,Reducing climate-impacting behaviors,6.0,Very much
4305,Reducing climate-impacting behaviors,4.0,Moderately
4306,Reducing climate-impacting behaviors,6.0,Very much
4307,Reducing climate-impacting behaviors,7.0,Extremely
4308,Reducing climate-impacting behaviors,1.0,Not at all
4309,Reducing climate-impacting behaviors,1.0,Not at all
4310,Reducing climate-impacting behaviors,5.0,Quite a bit
4311,Reducing climate-impacting behaviors,7.0,Extremely
4312,Reducing climate-impacting behaviors,4.0,Moderately
4313,Reducing climate-impacting behaviors,4.0,Moderately
4314,Reducing climate-impacting behaviors,5.0,Quite a bit
4315,Reducing climate-impacting behaviors,7.0,Extremely
4316,Reducing climate-impacting behaviors,6.0,Very much
4317,Reducing climate-impacting behaviors,5.0,Quite a bit
4318,Reducing climate-impacting behaviors,7.0,Extremely
4319,Reducing climate-impacting behaviors,6.0,Very much
4320,Reducing climate-impacting behaviors,5.0,Quite a bit
4321,Reducing climate-impacting behaviors,5.0,Quite a bit
4322,Reducing climate-impacting behaviors,7.0,Extremely
4323,Reducing climate-impacting behaviors,6.0,Very much
4324,Reducing climate-impacting behaviors,4.0,Moderately
4325,Reducing climate-impacting behaviors,6.0,Very much
4326,Reducing climate-impacting behaviors,7.0,Extremely
4327,Reducing climate-impacting behaviors,7.0,Extremely
4328,Reducing climate-impacting behaviors,6.0,Very much
4329,Reducing climate-impacting behaviors,5.0,Quite a bit
4330,Reducing climate-impacting behaviors,4.0,Moderately
4331,Reducing climate-impacting behaviors,6.0,Very much
4332,Reducing climate-impacting behaviors,4.0,Moderately
4333,Reducing climate-impacting behaviors,6.0,Very much
4334,Reducing climate-impacting behaviors,4.0,Moderately
4335,Reducing climate-impacting behaviors,5.0,Quite a bit
4336,Reducing climate-impacting behaviors,5.0,Quite a bit
4337,Reducing climate-impacting behaviors,7.0,Extremely
4338,Reducing climate-impacting behaviors,4.0,Moderately
4339,Reducing climate-impacting behaviors,3.0,Somewhat
4340,Reducing climate-impacting behaviors,5.0,Quite a bit
4341,Reducing climate-impacting behaviors,5.0,Quite a bit
4342,Reducing climate-impacting behaviors,6.0,Very much
4343,Reducing climate-impacting behaviors,4.0,Moderately
4344,Reducing climate-impacting behaviors,6.0,Very much
4345,Reducing climate-impacting behaviors,5.0,Quite a bit
4346,Reducing climate-impacting behaviors,6.0,Very much
4347,Reducing climate-impacting behaviors,7.0,Extremely
4348,Reducing climate-impacting behaviors,6.0,Very much
4349,Reducing climate-impacting behaviors,2.0,Slightly
4350,Reducing climate-impacting behaviors,5.0,Quite a bit
4351,Reducing climate-impacting behaviors,5.0,Quite a bit
4352,Reducing climate-impacting behaviors,4.0,Moderately
4353,Reducing climate-impacting behaviors,5.0,Quite a bit
4354,Reducing climate-impacting behaviors,6.0,Very much
4355,Reducing climate-impacting behaviors,7.0,Extremely
4356,Reducing climate-impacting behaviors,6.0,Very much
4357,Reducing climate-impacting behaviors,7.0,Extremely
4358,Reducing climate-impacting behaviors,7.0,Extremely
4359,Reducing climate-impacting behaviors,6.0,Very much
4360,Reducing climate-impacting behaviors,6.0,Very much
4361,Reducing climate-impacting behaviors,6.0,Very much
4362,Reducing climate-impacting behaviors,7.0,Extremely
4363,Reducing climate-impacting behaviors,6.0,Very much
4364,Reducing climate-impacting behaviors,2.0,Slightly
4365,Reducing climate-impacting behaviors,6.0,Very much
4366,Reducing climate-impacting behaviors,6.0,Very much
4367,Reducing climate-impacting behaviors,7.0,Extremely
4368,Reducing climate-impacting behaviors,7.0,Extremely
4369,Reducing climate-impacting behaviors,4.0,Moderately
4370,Reducing climate-impacting behaviors,5.0,Quite a bit
4371,Reducing climate-impacting behaviors,7.0,Extremely
4372,Reducing climate-impacting behaviors,5.0,Quite a bit
4373,Reducing climate-impacting behaviors,5.0,Quite a bit
4374,Reducing climate-impacting behaviors,3.0,Somewhat
4375,Reducing climate-impacting behaviors,5.0,Quite a bit
4376,Reducing climate-impacting behaviors,4.0,Moderately
4377,Reducing climate-impacting behaviors,6.0,Very much
4378,Reducing climate-impacting behaviors,5.0,Quite a bit
4379,Reducing climate-impacting behaviors,7.0,Extremely
4380,Reducing climate-impacting behaviors,6.0,Very much
4381,Reducing climate-impacting behaviors,7.0,Extremely
4382,Reducing climate-impacting behaviors,6.0,Very much
4383,Reducing climate-impacting behaviors,6.0,Very much
4384,Reducing climate-impacting behaviors,5.0,Quite a bit
4385,Reducing climate-impacting behaviors,6.0,Very much
4386,Reducing climate-impacting behaviors,4.0,Moderately
4387,Reducing climate-impacting behaviors,5.0,Quite a bit
4388,Reducing climate-impacting behaviors,7.0,Extremely
4389,Reducing climate-impacting behaviors,6.0,Very much
4390,Reducing climate-impacting behaviors,6.0,Very much
4391,Reducing climate-impacting behaviors,4.0,Moderately
4392,Reducing climate-impacting behaviors,3.0,Somewhat
4393,Reducing climate-impacting behaviors,6.0,Very much
4394,Reducing climate-impacting behaviors,5.0,Quite a bit
4395,Reducing climate-impacting behaviors,5.0,Quite a bit
4396,Reducing climate-impacting behaviors,5.0,Quite a bit
4397,Reducing climate-impacting behaviors,5.0,Quite a bit
4398,Reducing climate-impacting behaviors,5.0,Quite a bit
4399,Reducing climate-impacting behaviors,7.0,Extremely
4400,Reducing climate-impacting behaviors,2.0,Slightly
4401,Reducing climate-impacting behaviors,7.0,Extremely
4402,Reducing climate-impacting behaviors,1.0,Not at all
4403,Reducing climate-impacting behaviors,6.0,Very much
4404,Reducing climate-impacting behaviors,7.0,Extremely
4405,Reducing climate-impacting behaviors,7.0,Extremely
4406,Reducing climate-impacting behaviors,7.0,Extremely
4407,Reducing climate-impacting behaviors,1.0,Not at all
4408,Reducing climate-impacting behaviors,4.0,Moderately
4409,Reducing climate-impacting behaviors,5.0,Quite a bit
4410,Reducing climate-impacting behaviors,4.0,Moderately
4411,Reducing climate-impacting behaviors,4.0,Moderately
4412,Reducing climate-impacting behaviors,5.0,Quite a bit
4413,Reducing climate-impacting behaviors,7.0,Extremely
4414,Reducing climate-impacting behaviors,4.0,Moderately
4415,Reducing climate-impacting behaviors,7.0,Extremely
4416,Reducing climate-impacting behaviors,4.0,Moderately
4417,Reducing climate-impacting behaviors,4.0,Moderately
4418,Reducing climate-impacting behaviors,5.0,Quite a bit
4419,Reducing climate-impacting behaviors,3.0,Somewhat
4420,Reducing climate-impacting behaviors,7.0,Extremely
4421,Reducing climate-impacting behaviors,7.0,Extremely
4422,Reducing climate-impacting behaviors,5.0,Quite a bit
4423,Reducing climate-impacting behaviors,5.0,Quite a bit
4424,Reducing climate-impacting behaviors,6.0,Very much
4425,Reducing climate-impacting behaviors,7.0,Extremely
4426,Reducing climate-impacting behaviors,5.0,Quite a bit
4427,Reducing climate-impacting behaviors,6.0,Very much
4428,Reducing climate-impacting behaviors,6.0,Very much
4429,Reducing climate-impacting behaviors,6.0,Very much
4430,Reducing climate-impacting behaviors,5.0,Quite a bit
4431,Reducing climate-impacting behaviors,7.0,Extremely
4432,Reducing climate-impacting behaviors,6.0,Very much
4433,Reducing climate-impacting behaviors,5.0,Quite a bit
4434,Reducing climate-impacting behaviors,4.0,Moderately
4435,Reducing climate-impacting behaviors,3.0,Somewhat
4436,Reducing climate-impacting behaviors,6.0,Very much
4437,Reducing climate-impacting behaviors,6.0,Very much
4438,Reducing climate-impacting behaviors,6.0,Very much
4439,Reducing climate-impacting behaviors,6.0,Very much
4440,Reducing climate-impacting behaviors,3.0,Somewhat
4441,Reducing climate-impacting behaviors,6.0,Very much
4442,Reducing climate-impacting behaviors,3.0,Somewhat
4443,Reducing climate-impacting behaviors,6.0,Very much
4444,Reducing climate-impacting behaviors,5.0,Quite a bit
4445,Reducing climate-impacting behaviors,7.0,Extremely
4446,Reducing climate-impacting behaviors,7.0,Extremely
4447,Reducing climate-impacting behaviors,5.0,Quite a bit
4448,Reducing climate-impacting behaviors,6.0,Very much
4449,Reducing climate-impacting behaviors,7.0,Extremely
4450,Reducing climate-impacting behaviors,5.0,Quite a bit
4451,Reducing climate-impacting behaviors,5.0,Quite a bit
4452,Belief in personal impact on climate change,3.0,Somewhat
4453,Belief in personal impact on climate change,6.0,Very much
4454,Belief in personal impact on climate change,5.0,Quite a bit
4455,Belief in personal impact on climate change,6.0,Very much
4456,Belief in personal impact on climate change,4.0,Moderately
4457,Belief in personal impact on climate change,6.0,Very much
4458,Belief in personal impact on climate change,6.0,Very much
4459,Belief in personal impact on climate change,4.0,Moderately
4460,Belief in personal impact on climate change,7.0,Extremely
4461,Belief in personal impact on climate change,5.0,Quite a bit
4462,Belief in personal impact on climate change,7.0,Extremely
4463,Belief in personal impact on climate change,5.0,Quite a bit
4464,Belief in personal impact on climate change,4.0,Moderately
4465,Belief in personal impact on climate change,3.0,Somewhat
4466,Belief in personal impact on climate change,5.0,Quite a bit
4467,Belief in personal impact on climate change,3.0,Somewhat
4468,Belief in personal impact on climate change,6.0,Very much
4469,Belief in personal impact on climate change,5.0,Quite a bit
4470,Belief in personal impact on climate change,3.0,Somewhat
4471,Belief in personal impact on climate change,6.0,Very much
4472,Belief in personal impact on climate change,6.0,Very much
4473,Belief in personal impact on climate change,4.0,Moderately
4474,Belief in personal impact on climate change,1.0,Not at all
4475,Belief in personal impact on climate change,1.0,Not at all
4476,Belief in personal impact on climate change,5.0,Quite a bit
4477,Belief in personal impact on climate change,5.0,Quite a bit
4478,Belief in personal impact on climate change,5.0,Quite a bit
4479,Belief in personal impact on climate change,5.0,Quite a bit
4480,Belief in personal impact on climate change,6.0,Very much
4481,Belief in personal impact on climate change,6.0,Very much
4482,Belief in personal impact on climate change,3.0,Somewhat
4483,Belief in personal impact on climate change,2.0,Slightly
4484,Belief in personal impact on climate change,4.0,Moderately
4485,Belief in personal impact on climate change,5.0,Quite a bit
4486,Belief in personal impact on climate change,5.0,Quite a bit
4487,Belief in personal impact on climate change,4.0,Moderately
4488,Belief in personal impact on climate change,6.0,Very much
4489,Belief in personal impact on climate change,3.0,Somewhat
4490,Belief in personal impact on climate change,4.0,Moderately
4491,Belief in personal impact on climate change,6.0,Very much
4492,Belief in personal impact on climate change,5.0,Quite a bit
4493,Belief in personal impact on climate change,6.0,Very much
4494,Belief in personal impact on climate change,5.0,Quite a bit
4495,Belief in personal impact on climate change,4.0,Moderately
4496,Belief in personal impact on climate change,7.0,Extremely
4497,Belief in personal impact on climate change,5.0,Quite a bit
4498,Belief in personal impact on climate change,6.0,Very much
4499,Belief in personal impact on climate change,5.0,Quite a bit
4500,Belief in personal impact on climate change,2.0,Slightly
4501,Belief in personal impact on climate change,2.0,Slightly
4502,Belief in personal impact on climate change,5.0,Quite a bit
4503,Belief in personal impact on climate change,4.0,Moderately
4504,Belief in personal impact on climate change,4.0,Moderately
4505,Belief in personal impact on climate change,2.0,Slightly
4506,Belief in personal impact on climate change,5.0,Quite a bit
4507,Belief in personal impact on climate change,6.0,Very much
4508,Belief in personal impact on climate change,5.0,Quite a bit
4509,Belief in personal impact on climate change,6.0,Very much
4510,Belief in personal impact on climate change,4.0,Moderately
4511,Belief in personal impact on climate change,5.0,Quite a bit
4512,Belief in personal impact on climate change,5.0,Quite a bit
4513,Belief in personal impact on climate change,7.0,Extremely
4514,Belief in personal impact on climate change,5.0,Quite a bit
4515,Belief in personal impact on climate change,7.0,Extremely
4516,Belief in personal impact on climate change,4.0,Moderately
4517,Belief in personal impact on climate change,6.0,Very much
4518,Belief in personal impact on climate change,2.0,Slightly
4519,Belief in personal impact on climate change,4.0,Moderately
4520,Belief in personal impact on climate change,6.0,Very much
4521,Belief in personal impact on climate change,4.0,Moderately
4522,Belief in personal impact on climate change,6.0,Very much
4523,Belief in personal impact on climate change,7.0,Extremely
4524,Belief in personal impact on climate change,5.0,Quite a bit
4525,Belief in personal impact on climate change,5.0,Quite a bit
4526,Belief in personal impact on climate change,6.0,Very much
4527,Belief in personal impact on climate change,6.0,Very much
